[0515/061343.592:ERROR:bad_message.cc(26)] Terminating renderer for bad IPC message, reason 213
[0515/063304.298:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063308.604:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063308.759:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063309.717:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063309.806:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063309.807:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1418) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063309.977:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x579) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063310.010:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1365) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063310.036:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1365x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063318.258:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1212x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063318.417:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063318.519:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063327.419:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063327.749:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063328.313:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063717.592:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (24x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/063718.620:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (25x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064105.125:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064107.820:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064108.940:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x906) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064110.136:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064111.255:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x864) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064113.976:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x170) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064115.860:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064116.951:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064117.176:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064236.896:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1418) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064238.472:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064241.003:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064241.252:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064249.847:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064250.739:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (25x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.000:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (24x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.129:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x170) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.130:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.130:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.131:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064251.131:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064255.318:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x185) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064255.530:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064257.286:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1348) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064259.186:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064300.519:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064301.062:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064301.957:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064302.619:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064413.287:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064419.370:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064446.265:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (23x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/064454.417:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065036.896:WARNING:gpu_process_host.cc(1274)] The GPU process has crashed 1 time(s)
[0515/065108.730:WARNING:gpu_process_host.cc(998)] Reinitialized the GPU process after a crash. The reported initialization time was 16378 ms
[0515/065123.341:WARNING:ipc_message_attachment_set.cc(49)] MessageAttachmentSet destroyed with unconsumed attachments: 0/1
[0515/065123.656:WARNING:ipc_message_attachment_set.cc(49)] MessageAttachmentSet destroyed with unconsumed attachments: 0/1
[0515/065124.632:WARNING:ipc_message_attachment_set.cc(49)] MessageAttachmentSet destroyed with unconsumed attachments: 0/1
[0515/065126.464:ERROR:shared_image_manager.cc(214)] SharedImageManager::ProduceSkia: Trying to Produce a Skia representation from a non-existent mailbox.
[0515/065126.518:ERROR:shared_image_manager.cc(214)] SharedImageManager::ProduceSkia: Trying to Produce a Skia representation from a non-existent mailbox.
[0515/065126.579:ERROR:shared_image_manager.cc(214)] SharedImageManager::ProduceSkia: Trying to Produce a Skia representation from a non-existent mailbox.
[0515/065126.580:ERROR:shared_image_manager.cc(214)] SharedImageManager::ProduceSkia: Trying to Produce a Skia representation from a non-existent mailbox.
[0515/065126.580:ERROR:shared_image_manager.cc(214)] SharedImageManager::ProduceSkia: Trying to Produce a Skia representation from a non-existent mailbox.
[0515/065253.110:INFO:CONSOLE(23704)] "THREE.WebGLRenderer: Error creating WebGL context.", source: http://localhost/PacMan-master/3D/build/three.module.js (23704)
[0515/065253.521:INFO:CONSOLE(23684)] "Uncaught (in promise) Error: Error creating WebGL context.", source: http://localhost/PacMan-master/3D/build/three.module.js (23684)
[0515/065408.063:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (2592x1944) to (2048x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065409.321:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (640x424) to (512x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065409.751:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (682x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065409.821:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065409.821:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.200:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.457:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.492:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x353) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.822:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x352) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.878:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065410.929:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.033:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.097:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x384) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.098:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.172:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.173:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.174:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065411.174:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.670:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.791:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (576x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.791:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (383x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.793:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.900:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065415.953:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065416.063:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065416.520:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065416.683:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065416.737:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065416.896:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065417.041:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x185) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065417.041:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065418.260:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1348) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065418.335:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x579) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065420.484:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1365) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065420.564:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1365x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065424.106:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1212x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065424.210:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065424.235:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065424.349:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065427.178:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065427.481:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065427.515:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065427.515:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065428.365:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065428.469:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065428.469:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065432.477:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065435.002:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065435.143:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065435.884:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x384) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065435.937:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065436.057:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065436.168:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1602x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065451.942:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065452.022:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065453.424:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065453.484:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065453.696:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065454.166:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065454.228:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065454.402:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065454.692:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065455.361:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065455.511:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065455.839:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065455.931:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065456.371:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (100x118) to (64x64).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065511.239:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (26x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065511.338:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (18x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065511.339:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (24x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065511.474:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (23x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.107:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (29x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.210:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (24x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.308:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (25x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.389:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x864) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.785:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065524.945:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (682x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065525.188:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.046:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.163:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.332:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x906) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.414:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.481:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x353) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.640:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x352) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.765:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.766:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065526.906:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065527.101:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065527.202:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x384) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065527.229:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065527.542:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065527.725:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065528.190:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065528.297:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065528.328:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (576x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
